token	normalised
aq̃	aque
Potab̃t	Potabunt
õs	omnes
bestie	bestie
agri	agri
expectab̃t	expectabunt
onagri	onagri
in	in
siti	siti
sua	sua
Suꝑ	Super
ea	ea
uolucres	uolucres
celi	celi
h̃itab̃t	habitabunt
in	in
medio	medio
petraꝝ	petrarum
dab̃t	dabunt

uoces	uoces
Ligans	Ligans
mõtes	montes
de	de
suꝑiorib	superioribus
suis	suis
de	de
fructu	fructu
oꝑum	operum
tuoꝝ	tuorum
satiabr̃	satiabitur
t̃ra	terra
Producens	Producens
feñ	fenum
iumentis	iumentis
	et
h̃bam	herbam
seruituti	seruituti
hoĩm	hominum
Et	Et
educas	educas
panẽ	panem
de	de
t̃ra	terra
	et

uinum	uinum
letificet	letificet
cor	cor
hõis	hominis
Et	Et
exhylaret	exhylaret
faciem	faciem
in	in
oleo	oleo
	et
panis	panis
cor	cor
hõis	hominis
ꝯfirmet	confirmet
Saturabunt᷑	Saturabuntur
ligna	ligna
campi	campi
	et
cedri	cedri
libani	libani
quas	quas
plantauit	plantauit
illic	illic
passeres	passeres
nidificab̃t	nidificabunt

Herodii	Herodii
domus	domus
dux	dux
ẽ	est
eoꝝ	eorum
montes	montes
excelsi	excelsi
ceruis	ceruis
petra	petra
refugium	refugium
erinacis	erinacis
Fecit	Fecit
lunam	lunam
in	in
tp̃e	tempore
sol	sol
cogno	cogno
Et	Et
i᷒ticia	iusticia
illi᷒	illius
in	in
filios	filios
filioꝝ	filiorum
hiis	hiis
qͥ	qui

seruant	seruant
testam̃	testamentum
ei᷒	eius
uit	uit
occasum	occasum
suum	suum
Posuisti	Posuisti
tenebras	tenebras
	et
fc̃a	facta
ẽ	est
nox	nox
in	in
ipsa	ipsa
ꝑtͣnsib̃t	pertransibunt
õs	omnes
bestie	bestie
silue	silue
Catuli	Catuli
leoñ	leonum
rugientes	rugientes
ut	ut
rapiant	rapiant
	et
q̃rant	querant

a	a
deo	deo
escam	escam
sͥ	sibi
Ort᷒	Ortus
ẽ	est
sol	sol
	et
congͤgati	congregati
sunt	sunt
	et
in	in
cubilib	cubilibus
suis	suis
conlocabunt᷑	conlocabuntur
Exibit	Exibit
h̃o	homo
ad	ad
op᷒	opus
suum	suum
	et
ad	ad
oꝑationem	operationem
suam	suam
usq	usque

ad	ad
uesꝑam	uesperam
Qmͣ	Quam
magnificata	magnificata
sunt	sunt
oꝑa	opera
tua	tua
dñe	domine
õia	omnia
in	in
sap̃ia	sapentia
fecisti	fecisti
impleta	impleta
ẽ	est
t̃ra	terra
possõne	possessione
sua	sua
Hoc	Hoc
mare	mare
magñ	magnum
	et
spaciosum	spaciosum
manib	manibus
illic	illic
reptilia	reptilia

quoꝝ	quorum
ñ	non
est	est
nũs	numerus
Aĩalia	nimalia
pusilla	pusilla
c̃	cum
magnis	magnis
illic	illic
naues	naues
ꝑtͣnsib̃t	pertransibunt
Dracho	Dracho
iste	iste
ꝙ̃	quem
formasti	formasti
ad	ad
illudend̃	illudendum
ei	ei
õia	omnia
a	a
te	te
expectant	expectant
ut	ut
des	des
ill̃	illis

deficient	deficient
	et
in	in
puluerẽ	puluerem
suum	suum
reũtentur	reuertentur
Emitte	Emitte
sp̃m	spiritum
tuum	tuum
	et
creabunt᷑	creabuntur
	et
renouab̃	renouabis
faciem	faciem
t̃re	terre
Sit	Sit
gl̃ia	gloria
dñi	domini
in	in
scl̃m	seculum
letabr̃	letabitur
d᷒	dominus
in	in
oꝑib	operibus
suis	suis

Qvi	Qvi
respicit	respicit
t̃ram	terram
	et
facit	facit
eam	eam
trem̃e	tremere
qui	qui
tangit	tangit
montes	montes
	et
fumigant	fumigant
Cantabo	Cantabo
dño	domino
in	in
uita	uita
mea	mea
psallam	psallam
deo	deo
meo	meo
qͣmdiu	quamdiu
sum	sum
Ioꝯund̃	Ioconundum
sit	sit
ei	ei

eloquium	eloquium
meum	meum
ego	ego
uͦ	uero
delectabor	delectabor
in	in
dño	domino
Deficiant	Deficiant
pcc̃ores	peccatores
a	a
t̃ra	terra
	et
iniqui	iniqui
ita	ita
ut	ut
ñ	non
sint	sint
bñdic	benedic
anima	anima
mea	mea
domino	domino
all̃aall̃a	alleluiaalleluia
Confitemini	Confitemini
dño	domino
	et

inuocate	inuocate
nom̃	nomen
eius	eius
annuntiate	annuntiate
int̃	inter
g̃s	gentes
oꝑa	opera
ei᷒	eius
Cantate	Cantate
ei	ei
	et
psallite	psallite
ei	ei
narrate	narrate
õia	omnia
mirabilia	mirabilia
eius	eius
Laudamini	Laudamini
in	in
noĩe	nomine
sc̃o	sancto
eius	eius
letet᷑	letetur
cor	cor
q̃rentium	querentium

dñm	dominum
QVerite	QVerite
dñm	dominum
	et
ꝯfirmamini	confirmamini
q̃rite	querite
faciem	faciem
ei᷒	eius
ssꝑ	ssemper
Mem̃tote	Mementote
mirabilium	mirabilium
eius	eius
q̃	que
fecit	fecit
ꝓdigia	prodigia
ei᷒	eius
	et
iudicia	iudicia
oris	oris
eius	eius
Sem̃	Semen
abraham	abraham
serui	serui
ei᷒	eius
filii	filii

iacob	iacob
elc̃i	electi
eius	eius
Ipse	Ipse
d᷒	dominus
d̃s	deus
nr̃	noster
in	in
uniũsa	uniuersa
t̃ra	terra
iudicia	iudicia
eius	eius
Memor	Memor
fuit	fuit
in	in
scl̃m	seculum
testam̃ti	testamenti
sui	sui
ũbi	uerbi
ꝙ	quod
mandauit	mandauit
in	in
mille	mille
generõnes	generationes
Id̃	Idem

disposuit	disposuit
ad	ad
abraham	abraham
	et
iuram̃ti	iuramenti
sui	sui
ad	ad
ysaac	ysaac
Et	Et
statuit	statuit
illud	illud
iacob	iacob
in	in
cept̃	preceptum
	et
isr̃l	israhel
in	in
testam̃tum	testamentum
et̃nũ	eternum
Dicens	Dicens
tͥ	tibi
dabo	dabo
t̃ram	terram
chanaan	chanaan
funiculũ	funiculum

h̃editatis	hereditatis
ur̃e	uestre
CVm	CVm
eẽnt	essent
in	in
nũo	numero
breui	breui
paucissimi	paucissimi
	et
incole	incole
eius	eius
Et	Et
ꝑtͣnsierunt	pertransierunt
de	de
gente	gente
in	in
gentem	gentem
	et
de	de
regno	regno
ad	ad
ppl̃m	populum
alter̃	alterum
Non	Non
reliqͥd	reliquid

hoĩem	hominem
noc̃e	nocere
eis	eis
	et
corripuit	corripuit
ꝓ	pro
eis	eis
reges	reges
Nolite	Nolite
tang̃e	tangere
xp̃os	Christos
meos	meos
	et
in	in
ꝓph̃is	prophetis
meis	meis
nolite	nolite
malignari	malignari
Et	Et
uocauit	uocauit
fam̃	famem
sr̃	super
t̃ram	terram
	et
õe	omne

firmam̃t̃	firmamentum
panis	panis
ꝯtriuit	contriuit
Misit	Misit
añ	ante
eos	eos
uir̃	uirum
in	in
seruum	seruum
ueñdat᷒	uenundatus
ẽ	est
ioseph	ioseph
Humiliaũunt	Humiliauerunt
ĩ	in
ꝯpedib	conpedibus
pedes	pedes
eius	eius
ferr̃	ferrum
ꝑtransiit	pertransiit
aĩa	anima
ei᷒	eius
donec	donec
ueniret	ueniret
ũbum	uerbum
eius	eius

Eloquium	Eloquium
domini	domini
inflammauit	inflammauit
eum	eum
misit	misit
rex	rex
	et
solũ	soluit
eum	eum
princeps	princeps
ppl̃oꝝ	populorum
	et
dimisit	dimisit
eum	eum
Cõstituit	Constituit
eum	eum
dñm	dominum
domus	domus
sue	sue
	et
principem	principem
õis	omnis
possõnis	possessionis
sue	sue
Et	Et

erudiret	erudiret
principes	principes
eius	eius
sic̃	sicut
sem	semet
ip̃m	ipsum
	et
senes	senes
ei᷒	eius
prudentiam	prudentiam
doc̃et	doceret
Et	Et
intͣuit	intrauit
isr̃l	israhel
in	in
egypt̃	egyptum
	et
iacob	iacob
accola	accola
fuit	fuit
in	in
t̃ra	terra
cham	cham
Et	Et
hauxit	hauxit

suum	suum
aaron	aaron
ꝙ̃	quem
elegit	elegit
ip̃m	ipsum
Posuit	Posuit
in	in
eis	eis
ũba	uerba
signoꝝ	signorum
suoꝝ	suorum
	et
ꝓdigioꝝ	prodigiorum
suoꝝ	suorum
in	in
t̃ram	terram
cham	cham
Misit	Misit
tenebras	tenebras
	et
obscurauit	obscurauit
	et
ñ	non
exac̃bauit	exacerbauit
sermones	sermones

suos	suos
Conũtit	Conuertit
aqͣs	aquas
eoꝝ	eorum
in	in
sanguinem	sanguinem
	et
occid̃	occidit
pisces	pisces
eoꝝ	eorum
Et	Et
ded̃	dedit
t̃ram	terram
eoꝝ	eorum
ranas	ranas
in	in
penetrabilib	penetrabilibus
regum	regum
ipsoꝝ	ipsorum
Dixit	Dixit
	et
ueñ	uenit
cynomia	cynomia
	et
scyniphes	scyniphes

in	in
õib	omnibus
finib	finibus
eoꝝ	eorum
Posuit	Posuit
pluuias	pluuias
eoꝝ	eorum
grandinem	grandinem
ignẽ	ignem
ꝯburentem	conburentem
in	in
terra	terra
ipsoꝝ	ipsorum
Et	Et
ꝑcussit	percussit
uineas	uineas
eoꝝ	eorum
	et
ficulneas	ficulneas
eoꝝ	eorum
	et
ꝯtriuit	contriuit
lignum	lignum
finium	finium
eoꝝ	eorum

Dixit	Dixit
	et
uenit	uenit
loc᷒ta	locusta
	et
bruch᷒	bruchus
cui᷒	cuius
ñ	non
erat	erat
nũs	numerus
Et	Et
comedit	comedit
õe	omne
feñ	fenum
in	in
t̃ra	terra
eoꝝ	eorum
	et
comedit	comedit
õem	omnem
fructum	fructum
t̃re	terre
eoꝝ	eorum
Et	Et
ꝑcussit	percussit

õe	omne
pͦgenit̃	primogenitum
in	in
t̃ra	terra
eoꝝ	eorum
primitias	primitias
õis	omnis
laboris	laboris
eoꝝ	eorum
Et	Et
eduxit	eduxit
eos	eos
in	in
arar.	arargento
	et
auro	auro
	et
ñ	non
erat	erat
in	in
tribub	tribubus
eoꝝ	eorum
infirmus	infirmus
Letata	Letata
ẽ	est

egypt᷒	egyptus
in	in
ꝓfectiõe	profectione
eoꝝ	eorum
	quia
incubuit	incubuit
timor	timor
eoꝝ	eorum
sr̃	super
eos	eos
Expãdit	Expandit
nubem	nubem
in	in
ꝓtectionem	protectionem
eoꝝ	eorum
	et
ignem	ignem
ut	ut
luceret	luceret
eis	eis
ꝑ	per
noctem	noctem
Petierunt	Petierunt
	et
uenit	uenit

cot᷑nix	coturnix
	et
pane	pane
celi	celi
saturauit	saturauit
eos	eos
Dirupit	Dirupit
petͣm	petram
	et
flux̃unt	fluxerunt
aq̃	aque
abier̃t	abierunt
in	in
sicco	sicco
flũia	flumina
Q̃m	Quoniam
memor	memor
fuit	fuit
ũbi	uerbi
sc̃i	sancti
sui	sui
ꝙ	quod
h̃uit	habuit
ad	ad
abraham	abraham

pũm	puuerum
suum	suum
Et	Et
eduxit	eduxit
ppl̃m	populum
suum	suum
in	in
exultatione	exultatione
	et
elc̃os	electos
suos	suos
in	in
leticia	leticia
Et	Et
ded̃	dedit
ill̃	illis
regiones	regiones
gentium	gentium
	et
labores	labores
ppl̃oꝝ	populorum
posseder̃t	possederunt
Et	Et
custodiant	custodiant
iustificationes	iustificationes

eius	eius
	et
legem	legem
eius	eius
requirant	requirant
all̃a	alleluia
Confitemini	Confitemini
dño	domino
qm̃	quoniam
bonus	bonus
qm̃	quoniam
in	in
scl̃m	seculum
mĩa	misericordia
eius	eius
Qvis	Qvis
loq̃t᷑	loquetur
potentias	potentias
dñi	domini
auditas	auditas
faci	faciet
õs	omnes
laudes	laudes
eius	eius
Beati	Beati

qui	qui
custodiunt	custodiunt
iudicium	iudicium
in	in
letitia	letitia
Introite	Introite
in	in
conspectu	conspectu
eius	eius
in	in
exultatione	exultatione
Scitote	Scitote
quoniam	quoniam
dominus	dominus
ipse	ipse
est	est
deus	deus
ipse	ipse
fecit	fecit
nos	nos
et	et
non	non
ipsi	ipsi
nos	nos
Populus	Populus

eius	eius
et	et
oues	oues
pascue	pascue
eius	eius
introite	introite
portas	portas
eius	eius
in	in
confessione	confessione
atria	atria
eius	eius
in	in
hymnis	hymnis
confitemini	confitemini
illi	illi
Laudate	Laudate
nomen	nomen
eius	eius
quoniam	quoniam
suauis	suauis
ẽ	est
dominus	dominus
in	in
et͛num	eternum

miscdĩa	misericordia
eius	eius
⁊	et
usque	usque
in	in
generatione	generatione
et	et
generationẽ	generationem
u͛itas	ueritas
ei᷒	eius
Misericordiam	Misericordiam
&	et
iuditium	iuditium
cantabo	cantabo
tibi	tibi
domine	domine
Psallam	Psallam
⁊	et
intelligam	intelligam
in	in
uia	uia
inmaculata	inmaculata
quando	quando
uenies	uenies
ad	ad

me	me
Perambulabam	Perambulabam
in	in
innocentia	innocentia
cordis	cordis
mei	mei
in	in
medio	medio
domus	domus
mee	mee
Non	Non
proponebam	proponebam
ante	ante
oculos	oculos
meos	meos
rẽ	rem
iniustã	iniustam
facientes	facientes
uaricationes	preuaricationes
odiui	odiui
Non	Non
adhesit	adhesit
michi	michi
cor	cor
ꝑuum	prauum

declinantem	declinantem
a	a
me	me
malignum	malignum
ñ	non
cognoscebã	cognoscebam
Detrahentem	Detrahentem
secreto	secreto
proximo	proximo
suo	suo
hunc	hunc
persequebar	persequebar
Suꝑbo	Superbo
oculo	oculo
⁊	et
insatiabili	insatiabili
corde	corde
cum	cum
hoc	hoc
ñ	non
edebam	edebam
Oculi	Oculi
mei	mei
ad	ad
fideles	fideles

t͛re	terre
ut	ut
sedeant	sedeant
mecum	mecum
ambulans	ambulans
in	in
uia	uia
inmaculata	inmaculata
hic	hic
michi	michi
ministrabat	ministrabat
Non	Non
inhabitabit	inhabitabit
in	in
medio	medio
domus	domus
mee	mee
qui	qui
facit	facit
suꝑbiam	superbiam
qui	qui
loquitur	loquitur
iniqua	iniqua
ñ	non
direxit	direxit

in	in
comspectu	comspectu
oculorum	oculorum
meoꝝ	meorum
In	In
matutino	matutino
int͛ficies	interficies
omnes	omnes
peccatores	peccatores
terre	terre
ut	ut
disꝑderem	disperderem
de	de
ciuitate	ciuitate
dñi	domini
omnes	omnes
oꝑantes	operantes
iniquitatem	iniquitatem
Domine	Domine
exaudi	exaudi
orationem	orationem
meam	meam
et	et
clamor	clamor
meus	meus

exaudi	exaudi
me	me
Quia	Quia
defecerunt	defecerunt
sicut	sicut
fumus	fumus
dies	dies
mei	mei
et	et
ossa	ossa
mea	mea
sicut	sicut
cremium	cremium
aruerunt	aruerunt
Percussus	Percussus
sum	sum
ut	ut
fenum	fenum
et	et
aruit	aruit
cor	cor
meum	meum
quia	quia
oblitus	oblitus
sum	sum

comedere	comedere
panem	panem
meum	meum
A	A
uoce	uoce
gemitus	gemitus
mei	mei
adhesit	adhesit
os	os
meum	meum
carni	carni
mee	mee
Similis	Similis
factus	factus
sum	sum
pellicano	pellicano
solitudinis	solitudinis
factus	factus
sum	sum
sicut	sicut
niticorax	niticorax
in	in
domicilio	domicilio
Vigilaui	Vigilaui
et	et

factus	factus
sum	sum
sicut	sicut
passer	passer
solitari᷒	solitarius
in	in
tecto	tecto
Tota	Tota
die	die
exprobrabant	exprobrabant
michi	michi
inimici	inimici
mei	mei
⁊	et
qui	qui
laudabant	laudabant
me	me
adu͛sum	aduersum
me	me
iurabãt	iurabant
Quia	Quia
cinerem	cinerem
tamquam	tamquam
panem	panem
manducabam	manducabam

arui	arui
Tu	Tu
autem	autem
domine	domine
in	in
et͛num	eternum
ꝑmanes	permanes
⁊	et
memoriale	memoriale
tuum	tuum
in	in
generatione	generatione
et	et
generationem	generationem
Tu	Tu
exurgens	exurgens
misereberis	misereberis
sion	sion
quia	quia
tempus	tempus
miserendi	miserendi
eius	eius
quia	quia
uenit	uenit
tempus	tempus

Quoniam	Quoniam
placuerunt	placuerunt
seruis	seruis
tuis	tuis
lapides	lapides
ei᷒	eius
et	et
terre	terre
eius	eius
miserebuntur	miserebuntur
Et	Et
timebunt	timebunt
gentes	gentes
nomen	nomen
tuum	tuum
domine	domine
et	et
omnes	omnes
reges	reges
terre	terre
gloriam	gloriam
tuam	tuam
Quia	Quia
edificauit	edificauit
dominus	dominus

sion	sion
et	et
uidebitur	uidebitur
in	in
gloria	gloria
sua	sua
Respexit	Respexit
in	in
orationem	orationem
humilium	humilium
et	et
non	non
spreuit	spreuit
precem	precem
eorum	eorum
Scribantur	Scribantur
hec	hec
in	in
generatione	generatione
altera	altera
et	et
populus	populus
qui	qui
creabitur	creabitur
laudabit	laudabit

dominum	dominum
Quia	Quia
prospexit	prospexit
de	de
excelso	excelso
sancto	sancto
dominus	dominus
de	de
celo	celo
in	in
terram	terram
aspexit	aspexit
Ut	Ut
audiret	audiret
gemitus	gemitus
conpeditorum	conpeditorum
ut	ut
solueret	solueret
filios	filios
interremptorum	interremptorum
Ut	Ut
annuntiet	annuntiet
in	in
sion	sion
nomen	nomen

domini	domini
et	et
laudem	laudem
eius	eius
in	in
ierusalem	ierusalem
In	In
conueniendo	conueniendo
populos	populos
in	in
unum	unum
et	et
reges	reges
ut	ut
seruiant	seruiant
domino	domino
Respondit	Respondit
ei	ei
in	in
uia	uia
uirtutis	uirtutis
sue	sue
paucitatem	paucitatem
dierum	dierum
meorum	meorum

nuntia	nuntia
michi	michi
Ne	Ne
reuoces	reuoces
me	me
in	in
dimidio	dimidio
dierum	dierum
meorum	meorum
in	in
generatione	generatione
⁊	et
generationem	generationem
anni	anni
tui	tui
Initio	Initio
tu	tu
domine	domine
terram	terram
fundasti	fundasti
et	et
oꝑa	opera
manuum	manuum
tuarum	tuarum
sunt	sunt

celi	celi
Ipsi	Ipsi
ꝑibunt	peribunt
tu	tu
autem	autem
ꝑmanes	permanes
et	et
omnes	omnes
sicust	sicust
uestimentum	uestimentum
ueterascent	ueterascent
Et	Et
sicut	sicut
oꝑtorium	opertorium
mutabis	mutabis
eos	eos
⁊	et
mutabũtur	mutabuntur
tu	tu
autem	autem
idem	idem
ip̃e	ipse
es	es
⁊	et
anni	anni

tui	tui
ñ	non
deficient	deficient
Filii	Filii
seruorum	seruorum
tuorum	tuorum
habitabunt	habitabunt
et	et
semen	semen
eorum	eorum
in	in
sæculum	sæculum
dirigetur	dirigetur
BEnedic	BEnedic
anima	anima
mea	mea
domino	domino
et	et
õia	omnia
que	que
intra	intra
me	me
sunt	sunt
nomini	nomini
ei᷒	eius

Benedic	Benedic
anima	anima
mea	mea
domino	domino
⁊	et
noli	noli
obliuisci	obliuisci
omnes	omnes
retributiones	retributiones
eius	eius
Qui	Qui
propiciatur	propiciatur
omnibus	omnibus
iniquitatib᷒	iniquitatibus
tuis	tuis
qui	qui
sanat	sanat
omnes	omnes
infirmitates	infirmitates
tuas	tuas
Qui	Qui
redimit	redimit
de	de
interitu	interitu
uitam	uitam

tuam	tuam
qui	qui
coronat	coronat
te	te
in	in
miscdĩa	misericordia
⁊	et
miserationib	miserationibus
Qui	Qui
replet	replet
in	in
bonis	bonis
desiderium	desiderium
tuum	tuum
renouabitur	renouabitur
ut	ut
aquile	aquile
inuentus	inuentus
tua	tua
Faciens	Faciens
miscdĩas	misericordias
dominus	dominus
⁊	et
iuditium	iuditium
omnibus	omnibus

et͛num	eternum
pientes	pientes
ppl̃o	populo
	et
stulti	stulti
aliqñ	aliquando
sapite	sapite
Qui	Qui
plantauit	plantauit
aurem	aurem
ñ	non
audiet	audiet
aut	aut
qui	qui
finxit	finxit
ocl̃m	oculum
ñ	non
consid͛at	considerat
Qui	Qui
corrip̃	corripit
gentes	gentes
ñ	non
arguet	arguet
qui	qui
docet	docet

hoĩem	hominem
scientiã	scientiam
Dñs	Dominus
scit	scit
cogitacões	cogitaciones
hoĩm	hominum
qm̃	quoniam
uane	uane
sũt	sunt
Beatus	Beatus
homo	homo
ꝙ̃	quem
tu	tu
erudieris	erudieris
dñe	domine
	et
de	de
lege	lege
tua	tua
docu͛is	docueris
eum	eum
Ut	Ut
mitiges	mitiges
ei	ei
a	a

dieb	diebus
malis	malis
donec	donec
fodiatur	fodiatur
pcc̃ori	peccatori
fouea	fouea
Quia	Quia
ñ	non
repellet	repellet
dñs	dominus
plebem	plebem
suam	suam
	et
h͛editatẽ	hereditatem
suam	suam
ñ	non
d͛elinquet	derelinquet
Qͦadus	Quoadusque
iusticia	iusticia
ꝯũtatur	conuertatur
in	in
iudiciũ	iudicium
	et
qui	qui
iuxͣ	iuxta

illam	illam
om̃s	omnes
qui	qui
recto	recto
sunt	sunt
corde	corde
Quis	Quis
cõsurget	consurget
mͥ	michi
adu͛sus	aduersus
malignantes	malignantes
aut	aut
qͥs	quis
stabit	stabit
mecũ	mecum
adu͛sus	aduersus
oꝑantes	operantes
ĩiquitatẽ	iniquitatem
Nisi	Nisi
	quia
dñs	dominus
adiuuit	adiuuit
me	me
paulo	paulo
minus	minus

h̃itasset	habitasset
in	in
inferno	inferno
aĩam	animam
meam	meam
Si	Si
dicebam	dicebam
motus	motus
est	est
pes	pes
meus	meus
mĩa	misericordia
tua	tua
dñe	domine
adiuuabat	adiuuabat
me	me
Scd̃m	Secundum
ml̃titudinẽ	multitudinem
doloꝝ	dolorum
meoꝝ	meorum
in	in
corde	corde
meo	meo
ꝯsol̃ones	consolationes
tue	tue

letificau͛unt	letificauerunt
aĩam	animam
meam	meam
Nũquid	Numquid
adh͛et	adheret
tibi	tibi
sedes	sedes
iniquitatis	iniquitatis
qui	qui
fingis	fingis
dolorem	dolorem
in	in
cepto	precepto
Captabunt	Captabunt
ĩ	in
aĩã	animam
iusti	iusti
	et
sanguinẽ	sanguinem
innocentẽ	innocentem
ꝯdempnabunt	condempnabunt
Et	Et
fc̃s	factus
est	est
mͥ	michi

dñs	dominus
in	in
refugiũ	refugium
etdeus	etdeus
m̃s	meus
in	in
adiutoriũ	adiutorium
spei	spei
mee	mee
Et	Et
reddet	reddet
illis	illis
iniquitatẽ	iniquitatem
ip̃oꝝ	ipsorum
	et
in	in
malicia	malicia
eoꝝ	eorum
disꝑdet	disperdet
eos	eos
disꝑdet	disperdet
illos	illos
dñs	dominus
deus	deus
nr̃	noster

psalmus	psalmus
dauid	dauid
Uenite	Uenite
exultemus	exultemus
dño	domino
iubilemus	iubilemus
deo	deo
salutari	salutari
nr̃o	nostro
preoccupemus	preoccupemus
faciem	faciem
eius	eius
ĩ	in
ꝯfessiõe	confessione
	et
in	in
psalmis	psalmis
iubilemus	iubilemus
ei	ei
Q̃m	Quoniam
d̃s	deus
magnus	magnus
dñs	dominus
	et
rex	rex

magnus	magnus
suꝑ	super
om̃s	omnes
deos	deos
Qia	Qia
sic	sic
in	in
manu	manu
eius	eius
fines	fines
t̃re	terre
	et
altitudines	altitudines
mõtiũ	montium
ip̃ius	ipsius
sunt	sunt
Q̃m	Quoniam
ip̃ius	ipsius
est	est
mare	mare
	et
ip̃e	ipse
fecit	fecit
illud	illud
	et

sicca	sicca
manus	manus
eius	eius
formau͛unt	formauerunt
Uenite	Uenite
adoremus	adoremus
	et
ꝓcidam᷒	procidamus
ante	ante
d̃m	deum
ploremus	ploremus
coram	coram
dño	domino
qui	qui
fec̃	fecit
nos	nos
quia	quia
ip̃e	ipse
ẽ	est
dñs	dominus
deus	deus
nr̃	noster
Et	Et
nos	nos
pp᷒	populus

pascue	pascue
eius	eius
	et
oues	oues
manus	manus
eius	eius
hodie	hodie
si	si
uocem	uocem
eius	eius
audieritis	audieritis
nolite	nolite
obdurare	obdurare
corda	corda
ur̃a	uestra
Sicut	Sicut
in	in
irritacõe	irritacione
ẜ	secundum
diẽ	diem
temptacõis	temptacionis
in	in
deserto	deserto
Ubi	Ubi
temptau͛unt	temptauerunt

me	me
pr̃es	patres
ur̃i	uestri
ꝓbau͛unt	probauerunt
	et
uiderunt	uiderunt
oꝑa	opera
mea	mea
Quadraginta	Quadraginta
annis	annis
offensus	offensus
fui	fui
gen͛acõi	generacioni
illi	illi
	et
dixi	dixi
semꝑ	semper
hii	hii
errant	errant
corde	corde
Et	Et
isti	isti
ñ	non
cognou͛unt	cognouerunt
uias	uias

meas	meas
ut	ut
iuraui	iuraui
ĩ	in
ira	ira
mea	mea
si	si
intrabunt	intrabunt
in	in
requiem	requiem
meã	meam
psalmus	psalmus
d̃d	dauid
Cantate	Cantate
dño	domino
canticũ	canticum
nouũ	nouum
cantate	cantate
dño	domino
õis	omnis
t͛ra	terra
Cantate	Cantate
dño	domino
	et
bñdicite	benedicite

nõi	nomini
eius	eius
anñciate	annunciate
de	de
die	die
in	in
diem	diem
salutare	salutare
eius	eius
Anñciate	Annunciate
int͛	inter
g̃s	gentes
gl̃am	gloriam
eius	eius
in	in
õib	omnibus
ppl̃is	populis
mirabilia	mirabilia
eius	eius
Q̃m	Quoniam
magnus	magnus
dñs	dominus
	et
laudabilis	laudabilis
nimis	nimis

Aff͛te	Afferte
dño	domino
patrie	patrie
gentiũ	gentium
afferte	afferte
dño	domino
gl̃am	gloriam
	et
honorem	honorem
afferte	afferte
dño	domino
gl̃am	gloriam
nõi	nomini
eius	eius
Tollite	Tollite
hostias	hostias
	et
introite	introite
in	in
atria	atria
eius	eius
adorate	adorate
dñm	dominum
in	in
atrio	atrio

sc̃o	sancto
eius	eius
Cõmoueatur	Commoueatur
a	a
facie	facie
eius	eius
uniu͛sa	uniuersa
t͛ra	terra
dicite	dicite
in	in
gentib	gentibus
quia	quia
dñs	dominus
regnauit	regnauit
Etenĩ	Etenim
correxit	correxit
orbem	orbem
t͛re	terre
qui	qui
ñ	non
ꝯmouebitur	commouebitur
iudicabit	iudicabit
ppl̃os	populos
in	in
equitate	equitate

Letent᷑	Letentur
celi	celi
	et
exultet	exultet
t͛ra	terra
ꝯmoueatur	commoueatur
mare	mare
	et
plenitudo	plenitudo
eius	eius
gaudebunt	gaudebunt
campi	campi
	et
õia	omnia
que	que
in	in
eis	eis
sunt	sunt
Tunc	Tunc
exultabunt	exultabunt
õia	omnia
ligna	ligna
siluarũ	siluarum
a	a
facie	facie

Nubes	Nubes
	et
caligo	caligo
ĩ	in
circuitu	circuitu
eius	eius
iusticia	iusticia
	et
iudiciũ	iudicium
correctõ	correctio
sedis	sedis
eius	eius
Ignis	Ignis
añ	ante
ip̃m	ipsum
cedet	precedet
	et
ĩflammabit	inflammabit
in	in
circuitu	circuitu
inimicos	inimicos
eius	eius
Alluxerunt	Alluxerunt
choruscacões	choruscaciones
tue	tue

orbi	orbi
t͛re	terre
uidit	uidit
	et
ꝯmota	commota
est	est
t͛ra	terra
Montes	Montes
sic̃	sicut
cera	cera
fluxerũt	fluxerunt
a	a
facie	facie
dñi	domini
a	a
facie	facie
dñi	domini
õis	omnis
t͛ra	terra
Anñciau͛unt	Annunciauerunt
celi	celi
iusticiam	iusticiam
eius	eius
	et
uider̃t	uiderunt

om̃s	omnes
ppl̃i	populi
gl̃am	gloriam
eius	eius
Confundant᷑	Confundantur
om̃s	omnes
qͥ	qui
adorant	adorant
sculptilia	sculptilia
	et
qui	qui
gl̃ant᷑	gloriantur
ĩ	in
sil̃acris	simulacris
suis	suis
Adorate	Adorate
eum	eum
omnes	omnes
angl̃i	angeli
eius	eius
audiuit	audiuit
⁊	et
lætata	lætata
est	est
syon	syon

Et	Et
exultau͛unt	exultauerunt
filie	filie
iude	iude
p̃p	propter
iudicia	iudicia
tua	tua
dñe	domine
q̃m	Quoniam
tu	tu
do᷒	dominus
altissimus	altissimus
suꝑ	super
omnem	omnem
t͛ram	terram
nimis	nimis
exaltatus	exaltatus
es	es
suꝑ	super
om̃s	omnes
deos	deos
qͥ	Qui
diligitis	diligitis
dñm	dominum
odite	odite

malum	malum
custodit	custodit
dñs	dominus
aĩas	animas
sc̃oꝝ	sanctorum
suoꝝ	suorum
de	de
manu	manu
pcc̃oris	peccatoris
lib̃auit	liberauit
eos	eos
Lux	Lux
